x,y
-7.0,0.0009110511944006454
-6.9,0.001006770820085637
-6.800000000000001,0.0011125360328603205
-6.700000000000001,0.001229398621277419
-6.600000000000001,0.0013585199504289568
-6.500000000000002,0.0015011822567369889
-6.400000000000002,0.0016588010801744182
-6.3000000000000025,0.0018329389424928005
-6.200000000000003,0.0020253203890498767
-6.100000000000003,0.0022378485212763257
-6.0000000000000036,0.0024726231566347657
-5.900000000000004,0.0027319607630110496
-5.800000000000004,0.003018416324708411
-5.700000000000005,0.0033348073074133296
-5.600000000000005,0.00368423989943597
-5.500000000000005,0.004070137715896106
-5.400000000000006,0.004496273160941155
-5.300000000000006,0.004966801650056931
-5.200000000000006,0.005486298899450371
-5.100000000000007,0.006059801491584073
-5.000000000000007,0.006692850924284809
-4.9000000000000075,0.007391541344281918
-4.800000000000008,0.008162571153159832
-4.700000000000008,0.009013298652847753
-4.6000000000000085,0.009951801866904237
-4.500000000000009,0.010986942630593084
-4.400000000000009,0.01212843498427413
-4.30000000000001,0.013386917827664652
-4.20000000000001,0.014774031693272913
-4.10000000000001,0.016302499371440776
-4.000000000000011,0.01798620996209137
-3.900000000000011,0.01984030573407729
-3.8000000000000114,0.02188127093613023
-3.7000000000000117,0.024127021417668922
-3.600000000000012,0.026596993576865544
-3.5000000000000124,0.029312230751355965
-3.400000000000013,0.032295464698450106
-3.300000000000013,0.03557118927263572
-3.2000000000000135,0.03916572279676385
-3.100000000000014,0.04310725494108555
-3.000000000000014,0.04742587317756614
-2.9000000000000146,0.05215356307841701
-2.800000000000015,0.057324175898867936
-2.7000000000000153,0.0629733560569956
-2.6000000000000156,0.06913842034334582
-2.500000000000016,0.07585818002124242
-2.4000000000000163,0.08317269649392112
-2.3000000000000167,0.09112296101485476
-2.200000000000017,0.09975048911968362
-2.1000000000000174,0.10909682119561125
-2.0000000000000178,0.11920292202211569
-1.9000000000000181,0.1301084743629958
-1.8000000000000185,0.14185106490048555
-1.7000000000000188,0.15446526508353225
-1.6000000000000192,0.16798161486607283
-1.5000000000000195,0.18242552380635343
-1.40000000000002,0.1978161114414151
-1.3000000000000203,0.21416501695743795
-1.2000000000000206,0.23147521650097866
-1.100000000000021,0.24973989440487848
-1.0000000000000213,0.26894142136999094
-0.9000000000000217,0.28905049737499156
-0.800000000000022,0.31002551887238283
-0.7000000000000224,0.33181222783182895
-0.6000000000000227,0.35434369377419933
-0.5000000000000231,0.37754066879813997
-0.40000000000002345,0.4013123398875424
-0.3000000000000238,0.4255574831883352
-0.20000000000002416,0.4501660026875161
-0.10000000000002451,0.4750208125210539
-2.4868995751603507e-14,0.4999999999999938
0.09999999999997478,0.5249791874789337
0.19999999999997442,0.5498339973124716
0.29999999999997407,0.5744425168116526
0.3999999999999737,0.5986876601124457
0.49999999999997335,0.6224593312018483
0.599999999999973,0.6456563062257893
0.6999999999999726,0.66818777216816
0.7999999999999723,0.6899744811276065
0.8999999999999719,0.7109495026249982
0.9999999999999716,0.7310585786299993
1.0999999999999712,0.7502601055951121
1.1999999999999709,0.7685247834990124
1.2999999999999705,0.7858349830425537
1.3999999999999702,0.8021838885585769
1.4999999999999698,0.8175744761936392
1.5999999999999694,0.8320183851339203
1.699999999999969,0.8455347349164613
1.7999999999999687,0.8581489350995084
1.8999999999999684,0.8698915256369986
1.999999999999968,0.8807970779778791
2.0999999999999677,0.890903178804384
2.1999999999999673,0.9002495108803119
2.299999999999967,0.908877038985141
2.3999999999999666,0.9168273035060751
2.4999999999999662,0.924141819978754
2.599999999999966,0.930861579656651
2.6999999999999655,0.9370266439430014
2.799999999999965,0.9426758241011293
2.899999999999965,0.9478464369215805
2.9999999999999645,0.9525741268224317
3.099999999999964,0.9568927450589124
3.1999999999999638,0.9608342772032342
3.2999999999999634,0.9644288107273626
3.399999999999963,0.9677045353015483
3.4999999999999627,0.9706877692486425
3.5999999999999623,0.9734030064231333
3.699999999999962,0.97587297858233
3.7999999999999616,0.9781187290638687
3.8999999999999613,0.9801596942659216
3.999999999999961,0.9820137900379078
4.099999999999961,0.9836975006285584
4.19999999999996,0.9852259683067263
4.29999999999996,0.9866130821723347
4.3999999999999595,0.9878715650157253
4.499999999999959,0.9890130573694065
4.599999999999959,0.9900481981330953
4.699999999999958,0.9909867013471519
4.799999999999958,0.9918374288468397
4.899999999999958,0.9926084586557177
4.999999999999957,0.9933071490757148
5.099999999999957,0.9939401985084155
5.199999999999957,0.9945137011005493
5.299999999999956,0.9950331983499427
5.399999999999956,0.9955037268390586
5.499999999999956,0.9959298622841037
5.599999999999955,0.9963157601005639
5.699999999999955,0.9966651926925865
5.7999999999999545,0.9969815836752914
5.899999999999954,0.9972680392369888
5.999999999999954,0.9975273768433651
6.0999999999999535,0.9977621514787236
6.199999999999953,0.9979746796109501
6.299999999999953,0.9981670610575072
6.399999999999952,0.9983411989198255
6.499999999999952,0.998498817743263
6.599999999999952,0.9986414800495709
6.699999999999951,0.9987706013787226
6.799999999999951,0.9988874639671396
6.899999999999951,0.9989932291799142
