FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y
191.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242.0000,1.0000,1104.4182,109.7270,NaN,NaN,NaN,NaN,NaN,NaN
243.0000,1.0000,1098.8307,200.4922,NaN,NaN,NaN,NaN,NaN,NaN
244.0000,1.0000,1093.2094,292.7339,NaN,NaN,NaN,NaN,NaN,NaN
245.0000,1.0000,1087.5225,383.7183,NaN,NaN,NaN,NaN,NaN,NaN
246.0000,1.0000,1081.7744,475.5425,NaN,NaN,NaN,NaN,NaN,NaN
247.0000,1.0000,1076.3297,566.3450,NaN,NaN,NaN,NaN,NaN,NaN
248.0000,1.0000,1070.7591,658.3511,NaN,NaN,NaN,NaN,NaN,NaN
249.0000,1.0000,1065.5050,749.0228,NaN,NaN,NaN,NaN,NaN,NaN
250.0000,1.0000,1060.2452,840.1996,NaN,NaN,NaN,NaN,NaN,NaN
251.0000,1.0000,1054.9069,930.9862,NaN,NaN,NaN,NaN,NaN,NaN
252.0000,1.0000,1049.2727,1022.3202,NaN,NaN,NaN,NaN,NaN,NaN
253.0000,1.0000,1043.6832,1112.7206,NaN,NaN,NaN,NaN,NaN,NaN
254.0000,1.0000,1037.8480,1203.7469,NaN,NaN,NaN,NaN,NaN,NaN
255.0000,1.0000,1032.2405,1294.2978,NaN,NaN,NaN,NaN,NaN,NaN
256.0000,1.0000,1026.1618,1385.1003,NaN,NaN,NaN,NaN,NaN,NaN
257.0000,1.0000,1020.0875,1475.1091,NaN,NaN,NaN,NaN,NaN,NaN
258.0000,1.0000,1014.3535,1564.7768,NaN,NaN,NaN,NaN,NaN,NaN
259.0000,1.0000,1008.2581,1654.6167,NaN,NaN,NaN,NaN,NaN,NaN
260.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
261.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
267.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
268.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
271.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
272.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
280.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
281.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
282.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
285.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
287.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
288.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
290.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
294.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
298.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
299.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
301.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
304.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
307.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310.0000,1.0000,1047.5880,91.7689,NaN,NaN,NaN,NaN,NaN,NaN
311.0000,1.0000,1042.5901,183.4485,NaN,NaN,NaN,NaN,NaN,NaN
312.0000,1.0000,1037.6695,275.6845,NaN,NaN,NaN,NaN,NaN,NaN
313.0000,1.0000,1032.7242,367.8838,NaN,NaN,NaN,NaN,NaN,NaN
