TrackPos,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3
0,,0.5,0.5
1,,0.5,0.5
2,,0.5,0.5
3,,0.5,0.5
4,0.3333333333333314,0.3333333333333314,0.3333333333333314
5,0.3333333333333314,0.3333333333333314,0.3333333333333314
6,0.3333333333333314,0.3333333333333314,0.3333333333333314
7,0.3333333333333314,0.3333333333333314,0.3333333333333314
8,0.3333333333333314,0.3333333333333314,0.3333333333333314
9,0.3333333333333314,0.3333333333333314,0.3333333333333314
10,0.3333333333333314,0.3333333333333314,0.3333333333333314
11,0.3333333333333314,0.3333333333333314,0.3333333333333314
12,0.3333333333333314,0.3333333333333314,0.3333333333333314
13,0.3333333333333314,0.3333333333333314,0.3333333333333314
14,0.3333333333333314,0.3333333333333314,0.3333333333333314
15,0.3333333333333314,0.3333333333333314,0.3333333333333314
16,0.3333333333333314,0.3333333333333314,0.3333333333333314
17,0.3333333333333314,0.3333333333333314,0.3333333333333314
18,0.3333333333333314,0.3333333333333314,0.3333333333333314
19,0.3333333333333314,0.3333333333333314,0.3333333333333314
20,0.3333333333333314,0.3333333333333314,0.3333333333333314
21,0.3333333333333314,0.3333333333333314,0.3333333333333314
22,0.3333333333333314,0.3333333333333314,0.3333333333333314
23,0.3333333333333314,0.3333333333333314,0.3333333333333314
24,0.3333333333333314,0.3333333333333314,0.3333333333333314
25,0.3333333333333314,0.3333333333333314,0.3333333333333314
26,0.3333333333333314,0.3333333333333314,0.3333333333333314
27,0.3333333333333314,0.3333333333333314,0.3333333333333314
28,0.3333333333333314,0.3333333333333314,0.3333333333333314
29,0.3333333333333314,0.3333333333333314,0.3333333333333314
30,0.3333333333333314,0.3333333333333314,0.3333333333333314
31,0.3333333333333318,0.3333333333333318,0.3333333333333318
32,0.3333333333333335,0.3333333333333335,0.3333333333333335
33,0.33333333333333337,0.33333333333333337,0.33333333333333337
34,0.3333333333333333,0.3333333333333333,0.3333333333333333
35,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,0.3333333333333333,0.3333333333333333,0.3333333333333333
37,0.3333333333333333,0.3333333333333333,0.3333333333333333
38,0.3333333333333333,0.3333333333333333,0.3333333333333333
39,0.3333333333333333,0.3333333333333333,0.3333333333333333
40,0.3333333333333333,0.3333333333333333,0.3333333333333333
41,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0.3333333333333333,0.3333333333333333,0.3333333333333333
43,0.3333333333333333,0.3333333333333333,0.3333333333333333
44,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.3333333333333333,0.3333333333333333,0.3333333333333333
46,0.3333333333333333,0.3333333333333333,0.3333333333333333
47,,,
48,,,
