TrackPos,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3
0,,0.5,0.5
1,,0.5,0.5
2,,0.5,0.5
3,,0.5,0.5
4,0.333333333333332,0.333333333333332,0.333333333333332
5,0.333333333333332,0.333333333333332,0.333333333333332
6,0.333333333333332,0.333333333333332,0.333333333333332
7,0.333333333333332,0.333333333333332,0.333333333333332
8,0.333333333333332,0.333333333333332,0.333333333333332
9,0.333333333333332,0.333333333333332,0.333333333333332
10,0.333333333333332,0.333333333333332,0.333333333333332
11,0.333333333333332,0.333333333333332,0.333333333333332
12,0.333333333333332,0.333333333333332,0.333333333333332
13,0.333333333333332,0.333333333333332,0.333333333333332
14,0.333333333333332,0.333333333333332,0.333333333333332
15,0.333333333333332,0.333333333333332,0.333333333333332
16,0.333333333333332,0.333333333333332,0.333333333333332
17,0.333333333333332,0.333333333333332,0.333333333333332
18,0.333333333333332,0.333333333333332,0.333333333333332
19,0.333333333333332,0.333333333333332,0.333333333333332
20,0.333333333333332,0.333333333333332,0.333333333333332
21,0.333333333333332,0.333333333333332,0.333333333333332
22,0.333333333333332,0.333333333333332,0.333333333333332
23,0.333333333333332,0.333333333333332,0.333333333333332
24,0.333333333333332,0.333333333333332,0.333333333333332
25,0.333333333333332,0.333333333333332,0.333333333333332
26,0.333333333333332,0.333333333333332,0.333333333333332
27,0.333333333333332,0.333333333333332,0.333333333333332
28,0.333333333333332,0.333333333333332,0.333333333333332
29,0.33333333333333204,0.33333333333333204,0.33333333333333204
30,0.333333333333333,0.333333333333333,0.333333333333333
31,0.3333333333333333,0.3333333333333333,0.3333333333333333
32,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,0.3333333333333333,0.3333333333333333,0.3333333333333333
34,0.3333333333333333,0.3333333333333333,0.3333333333333333
35,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
